,condition,competition_group,subgroup,electric_utility,gas_utility,building_type,measure_life_(yrs),initial_count,market,count,measure_name,sector,program,baseline_condition,efficient_condition,complementary_condition,electric_end_use,incremental_cost_(usd),annual_oandm_savings_(usd),annual_energy_saved_(kwh),water_savings_(gallons),energy_impact_1,energy_impact_1_fuel_type,energy_impact_1_units,energy_impact_2,energy_impact_2_fuel_type,energy_impact_2_units,energy_impact_3,energy_impact_3_fuel_type,energy_impact_3_units,energy_impact_1_end_use,energy_impact_2_end_use,energy_impact_3_end_use,measure_incremental_cost,demand_ratio,deferred_replacement_credit_value,measure_water_savings,measure_electric_energy_savings,measure_natural_gas_savings,measure_fuel_oil_savings,measure_propane_savings,measure_gasoline_savings,measure_diesel_savings,electric_energy_savings_value,electric_demand_savings_value,natural_gas_savings_value,fuel_oil_savings_value,propane_savings_value,diesel_transportation_savings_value,gasoline_transportation_savings_value,other_fuel_savings_value,annual_oandm_savings,o_and_m_savings_value,water_savings_value,electric_incentive_pct,natural_gas_incentive_pct,nonutility_incentive_pct,electric_utility_incentive_value,natural_gas_utility_incentive_value,nonutility_incentive_value,total_incentive_value,electric_utility_nonmeasure_program_cost,natural_gas_utility_nonmeasure_program_costs,nonutility_nonmeasure_program_costs,risk_discount_value,electric_carbon_savings_value,electric_n2o_savings_value,electric_ch4_savings_value,natural_gas_carbon_savings_value,fuel_oil_carbon_savings_value,propane_carbon_savings_value,diesel_transportation_carbon_savings_value,gasoline_transportation_carbon_savings_value,natural_gas_n2o_savings_value,fuel_oil_n2o_savings_value,propane_n2o_savings_value,diesel_transportation_n2o_savings_value,gasoline_transportation_n2o_savings_value,natural_gas_ch4_savings_value,fuel_oil_ch4_savings_value,propane_ch4_savings_value,diesel_transportation_ch4_savings_value,gasoline_transportation_ch4_savings_value,end_use_fuel_externalities,other_nonresource_benefits,electric_customer_bill_savings,natural_gas_customer_bill_savings,heating_oil_customer_bill_savings,EUCT_cost,EUCT_benefit,EUCT_BCR,GUCT_cost,GUCT_benefit,GUCT_BCR,EGUCT_cost,EGUCT_benefit,EGUCT_BCR,TRC_cost,TRC_benefit,TRC_BCR,SCT_cost,SCT_benefit,SCT_BCR,RIM_cost,RIM_benefit,RIM_BCR,PCT_cost,PCT_benefit,PCT_BCR
261,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,12500.0,REMAINING,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,25000.0,REMAINING,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,single_family,10,68750.0,REMAINING,41250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,12500.0,REMAINING,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,25000.0,REMAINING,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,single_family,10,68750.0,REMAINING,41250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family,10,10000.0,REMAINING,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family,10,20000.0,REMAINING,12000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,single_family,10,55000.0,REMAINING,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,4700.0,REMAINING,2820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,2350.0,REMAINING,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily,10,2350.0,REMAINING,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,4700.0,REMAINING,2820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,2350.0,REMAINING,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,multifamily,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,multifamily,10,2500.0,REMAINING,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,multifamily,10,2350.0,REMAINING,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,9000.0,REMAINING,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,18000.0,REMAINING,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,16920.0,REMAINING,10152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,7500.0,REMAINING,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,15000.0,REMAINING,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,14100.0,REMAINING,8460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,7500.0,REMAINING,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,15000.0,REMAINING,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,14100.0,REMAINING,8460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,multifamily,10,6000.0,REMAINING,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,multifamily,10,12000.0,REMAINING,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,multifamily,10,11280.0,REMAINING,6768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,500.0,REMAINING,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,2000.0,REMAINING,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,1900.0,REMAINING,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,REMAINING,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,950.0,REMAINING,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,REMAINING,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,single_family_li,10,950.0,REMAINING,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,500.0,REMAINING,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,2000.0,REMAINING,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,furnace_natural_gas_efficient_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,1900.0,REMAINING,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,REMAINING,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,furnace_natural_gas_baseline_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,950.0,REMAINING,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_1,single_family_li,10,250.0,REMAINING,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,test_utility_2,single_family_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,furnace_natural_gas_existing_residential,heating_cooling,gas_furnace,test_utility_1,none,single_family_li,10,950.0,REMAINING,570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1500.0,REMAINING,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,6000.0,REMAINING,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,refrigerator_electricity_efficient_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,5700.0,REMAINING,3420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,refrigerator_electricity_baseline_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,4750.0,REMAINING,2850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1250.0,REMAINING,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,5000.0,REMAINING,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,refrigerator_electricity_top10_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,4750.0,REMAINING,2850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_1,single_family_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,test_utility_2,single_family_li,10,4000.0,REMAINING,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,refrigerator_electricity_existing_residential,refrigeration,full_size,test_utility_1,none,single_family_li,10,3800.0,REMAINING,2280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,250.0,REMAINING,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,1000.0,REMAINING,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,furnace_oil_efficient_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,700.0,REMAINING,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,REMAINING,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,REMAINING,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,furnace_oil_baseline_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,350.0,REMAINING,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_1,multifamily_li,10,125.0,REMAINING,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,test_utility_2,multifamily_li,10,500.0,REMAINING,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,furnace_oil_existing_residential,heating_cooling,oil_furnace,test_utility_1,none,multifamily_li,10,350.0,REMAINING,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
